subject,content,post_id,uid,s_content,auther,topic1,topic2,topic3
原神：达达利亚还是八重神子？10秒判断！6命公子吹现身说法,,31868810,158483869,"['\n', '\n']",局部巨大化爱染,"['达达利亚', '八重神子']",[],['原神3.2攻略征集']
【四周年献礼】画外旅照青植之篇：第五天！,UID：1582455391.第一张：要求镜头覆盖一个留影点、记录到角色、且长柄武器➕普通攻击！2.位置在活力之家下边传送点！3.拍到了画做一道光的胡桃_(胡桃-酷)又拍了正常的胡桃_(胡桃-,31793238,261435729,"['UID：158245539\n1.第一张：要求镜头覆盖一个留影点、记录到角色、且长柄武器➕普通攻击！\n', '2.位置在活力之家下边传送点！\n', '3.拍到了画做一道光的胡桃', '_(胡桃-酷)', '\n', '又拍了正常的胡桃', '_(胡桃-庆祝)', '\n', '4.第二张要求镜头覆盖一个留影点、记录到角色且使用雷元素战技！\n', '5.镇守之森左侧：\n', '6.雷元素是圆形的', '_(菲谢尔-度假中)', '\n', '\n', '以下是参考视频：\n', '\n', '\n']",Q花l花Q,[],['画外旅照'],['肆时有你']
世界任务，啊，新鲜的肉！大雪猪王三成就,大家好呀，这里是祈鸢，本期给大家带来的是雪山任务，啊，新鲜的肉！的解密攻略任务概述：帮助哈里斯，寻找冷鲜肉，研究古代美食任务奖励：40原石，4本紫书，6个紫矿，4个成就预计用时：10分钟注意,31702889,137101761,"['\n', '大家好呀，这里是祈鸢，本期给大家带来的是', '雪山任务，', '啊，新鲜的肉！', '的解密攻略\n', '任务概述', '：帮助哈里斯，寻找冷鲜肉，研究古代美食\n', '任务奖励', '：40原石，4本紫书，6个紫矿，4个成就\n', '预计用时', '：10分钟\n', '注意事项', '：无\n', '1，首先我们来到', '营地', '处，与', '哈里斯', '对话接取任务\n', '\n2，接下来，我们需要收集10个', '冷鲜肉，', '1个', '大雪猪王的肉', '\n3，来到标记位置，可以看到三个', '被冰封的猪', '\n先用', '火元素', '使冰块融化，等解封后普攻一下即可\n', '\n4，把此处的三只猪全部打掉后，', '大雪猪王', '就会出现\n击败之后可以获得一个', '华丽宝箱', '\n', '\n5，', '大雪猪王', '有三个成就，可以顺便完成一下\n（1）', '猎人变成了猎物', '\n', '被', '大雪猪王', '击败，找个角色卖一下就好了\n\n', '（2）冷静点！', '\n', '当', '大雪猪王', '撞到墙壁眩晕3次，或者被拉开距离（跑出山谷），就会陷入狂暴\n把它打残之后，等它', '狂暴（全身发红）', '再把它击败即可\n', '\n', '（3）国王刺客', '\n', '将', '大雪猪王', '击败即可，还是比较简单的\n', '6，击败', '大雪猪王', '会随机掉落8-10个冷鲜肉，加上之前的三只，材料就全部收集完毕了\n7，返回营地，向', '哈里斯', '回报\n8，之后我们会获得「稠汁蔬菜炖肉」的食谱，学习食谱即可解锁', '成就《一口吃掉几十万摩拉！》', '\n', '\n9，制作一份「稠汁蔬菜炖肉」并提交\n10，将时间调至', '晚上6点', '，与', '哈里斯', '对话\n至此任务完结\n', '那么以上就是本期全部内容，我们下期再见\n作者：祈鸢ya 原神冒险团\n']",祈鸢ya,[],[],[]
「智巧灵蕈大竞逐」活动彩蛋,UID:100601856Hello大家好，这里是Sloth，「智巧灵蕈大竞逐」（蕈兽宝可梦）活动已经迎来尾声，不知道大家是否与我一样意犹未尽呢？旅行者们也是识破了愚人众的计划，本期大家就跟随我一起,31559867,158741257,"['UID:100601856\nHello大家好，这里是Sloth，', '「智巧灵蕈大竞逐」', '（蕈兽宝可梦）', '活动已经迎来尾声，不知道大家是否与我一样意犹未尽呢？旅行者们也是识破了愚人众的计划，本期大家就跟随我一起来看看后续吧。', '\n', '※如果遇到图片不清晰或者糊的情况，建议下载原图查看。', '\n', '前置', '\n', '需要完成，', '「智巧灵蕈大竞逐」第五幕', '后触发', '\n', '1、我们来到', '茸蕈窟', '传送锚点，往图示方向飞，会触发派蒙对话\n', '2、靠近后会出现一个', '债务处理人', '「尤罗奇卡」', '\n', '3、击败债务处理人后，会获得', '「特别的意志宝珠」', '和', '「神秘的愚人众信件」', '\n', 'PS：两个物品均在版本结束后消失', '\n', '从信件中我们可用发现', '埃尔欣根', '在被转移的途中可能逃脱了，而这位', '愚人众「尤罗奇卡」', '接到了命令解决', '埃尔欣根', '\n', '\n', '\n']",Slothw,[],"['彩蛋集锦', '虚空鼓动，劫火高扬', '智巧灵蕈大竞逐']","['其他攻略', '原神3.2攻略征集']"
【智巧灵蕈大竞逐】强化特训「协同攻势+要地防御」最后一天攻略,        亲爱的旅行者早上好啊 我是你们的阿婆        3.2主题活动最后一阶段的攻略来啦_(胡桃-哇)协同攻势        配队思路——出战：浮游水+伸缩雷+伸缩岩+伸缩火 后援,31525822,11506953,"['        亲爱的旅行者早上好啊 我是你们的阿婆\n', '        3.2主题活动最后一阶段的攻略来啦', '_(胡桃-哇)', '\n', '协同攻势', '\n', '        配队思路——出战：浮游水+伸缩雷+伸缩岩+伸缩火 后援：旋转火\n', '        视频攻略戳\n', '要地防御', '\n', '        配队思路——出战：浮游水+浮游风+伸缩岩+旋转火 后援：伸缩雷\n', '        视频攻略戳\n', '        其他关卡的配队思路——\n出战：浮游水(奶)+浮游风(聚怪)+伸缩岩(重击/破岩盾)+伸缩火(输出)\n后援角色随便选 出战几率比较小\n        前四天戳这\n', '第一天', '\n', '第二天', '\n', '第三天', '\n', '第四天', '\n', '        完结撒花 感谢陪伴', '_(妮露-谢幕)', '\n']",神鱼,[],"['游戏', '讨伐手册', '虚空鼓动，劫火高扬', '智巧灵蕈大竞逐']","['秘境攻略', '原神3.2攻略征集']"
【四周年献礼】画外旅照青植之篇：第二天,UID：1582455391.今天第一个要求如下：法器、拍照时行走或跑步状态！2.位置降诸魔山下边：3.今天我拍了小草神，跑的的过程中点击拍照即可！4.今天第二个：位置在稻妻镇守之森！5.,31652057,261435729,"['UID：158245539\n1.今天第一个要求如下：\n法器、拍照时行走或跑步状态！\n', '2.位置降诸魔山下边：\n', '3.今天我拍了小草神，跑的的过程中点击拍照即可！\n', '4.今天第二个：位置在稻妻镇守之森！\n', '5.可以看见达达利亚和宵宫', '_(达达利亚-偷看)', '_(宵宫-伸懒腰)', '\n和他们对话就知道他们在干什么了～\n', '\n', '6.第二个拍照点就在旁边，要求是：\n弓、重击，长按蓄力即可！\n', '\n', '以下是参考视频：\n', '\n']",Q花l花Q,[],['画外旅照'],['肆时有你']
智巧灵蕈大竞逐 | 活动介绍·潜能焕发·强化特训 攻略合集,  文本&收集：轩瑄丶一步一天坑 hello，各位旅行者大家好呀~ 本期是3.2版本全新活动——【智巧灵蕈大竞逐】的攻略合集！ 本期内容包含：（day1 ~ day3）① 整体活动玩法流,31464450,80823534,"[' \n 文本&收集：', '轩瑄丶一步一天坑', '\n', ' \nhello，各位旅行者大家好呀~ \n', '本期是3.2版本全新活动——【智巧灵蕈大竞逐】的攻略合集！', '\n\xa0\n本期内容包含：（day1 ~ day3）', '\n', '① 整体活动玩法流程', '\n', '② 不同蕈兽捕捉培养', '\n', '③ 各个关卡强化特训', '\n', ' \n', '┏', '\n', '① 整体活动具体流程', '\n', '┛', '\n', '>> 活动详解——「智巧灵蕈大竞逐」第一阶段玩法介绍', '\n', '作者：', '冬卫', '\n', ' \n', '>> 活动第一天，保姆级攻略！智巧灵蕈大竞逐活动指南！', '\n', '作者：', '七月的休', '\n', ' \n', '┏', '\n', '② 不同蕈兽捕捉培养', '\n', '┛', '\n', '>>「智巧灵蕈大竞逐」「潜能焕发」最简单步骤攻略·第一批', '\n', '作者：', 'lucky小糕', '\n', '\n', '>>「智巧灵蕈大竞逐」「潜能焕发」最简单步骤攻略·第二批', '\n', '作者：', 'lucky小糕', '\n', '\n', '>>「智巧灵蕈大竞逐」「潜能焕发」最简单步骤攻略·第三批', '\n', '作者：', 'lucky小糕', '\n', ' \n', '┏', '\n', '③ 各个关卡强化特训', '\n', '┛', '\n', '>>【智巧灵蕈大竞逐】（强化特训）-第一天', '\n', '>>【智巧灵蕈大竞逐】（强化特训）-第二天', '\n', '>>【智巧灵蕈大竞逐】（强化特训）-第三天', '\n', '作者：', '李欲123', '\n', '\n', '>> 赛前准备-强化特训·Ⅰ', '\n', '>> 赛前准备-强化特训·Ⅱ', '\n', '>> 赛前准备-强化特训·Ⅲ', '\n', '作者：', '二也也\xa0', '\n', '\n\xa0\n', '那么本期', '智巧灵蕈大竞逐', '的攻略合集就到这里啦', '\n', '最后祝各位旅行者欧气满满，一发出货呀！', '\n', '┏\n', '鸣谢', '\n', '┛', '\n', '排名不分先后：', '\n', '\xa0', '\n', '冬卫', ' | ', '七月的休', '\n', 'lucky小糕', ' | ', '李欲123', ' | ', '二也也\xa0', '\n', '\xa0', '\n', '\xa0', '\n', '感谢以上攻略大佬为我们带来的精彩攻略，大家别忘了给大佬们点个', '关注', '哦~', '\n', '\xa0\n如果你还需要这样的合集，欢迎点个', '关注', '！', '\n', '后续bot后持续更新各类合集和攻略栏目，敬请期待~', '\n', '\xa0\n', '\n']",攻略推荐bot,[],['智巧灵蕈大竞逐'],[]
原琴 《甜甜的》（附谱）,“轻轻地尝一口，你说的爱我，还在回味你给过的温柔”小伙伴们大家好呀! 我是和分。今天给大家带来一首周董的《甜甜的》，希望大家喜欢。键盘谱：G/Q/J/HV/Z/HV/QN/JB/X/HB/J,31893987,288912541,"['“轻轻地尝一口，你说的爱我，还在回味你给过的温柔”\n小伙伴们大家好呀! 我是和分。\n今天给大家带来一首周董的《甜甜的》，希望大家喜欢。\n', '\n', '键盘谱：\nG/Q/J/HV/Z/HV/QN/JB/X/HB/JM/GC/M/QC/QB/N/DC/DN/GM/FV/Z/FV/HN/GB/X/\n\xa0\nGB/FM/GZ/B/A/F/D/GA/QS/JD/HV/Z/HV/QN/JB/X/HB/JM/GC/M/QC/QB/N/\n\xa0\nDC/DN/GA/FV/Z/FV/DZ/AB/X/SM/X/AZ/B/A/B/Z/\n\xa0\nD/F/GZ/B/GA/B/FM/DB/S/B/AN/C/AN/C/SB/AC/BM/AC/DV/Z/DV/N/SB/\n\xa0\nDX/FB/M/DZ/B/A/S/D/D/F/GZ/B/GA/B/FM/DB/SM/B/AN/C/A/C/SB/DC/SB/C/\n\xa0\nAV/Z/V/AN/DB/SX/AB/AM/Z/B/A/B/Z/G/G/G/GSC/GSM/GSC/GSM/GSC/DJM/\n\xa0\nGSB/FSM/GN/C/GN/GC/N/GC/GM/GA/FAV/FAZ/FAV/DAZ/DAV/SAZ/DAN/FAZ/\n\xa0\nDZ/B/DA/DB/S/GB/GD/GB/FHV/Z/FHV/N/FHB/GJX/GJB/M/QC/M/GC/DB/N/C/\n\xa0\nGN/A/FAV/FAZ/V/DAN/AV/DZ/V/SN/B/X/B/M/SB/GBM/QB/JX/HV/Z/\n\xa0\nHV/QN/JB/X/HB/JM/GC/M/QC/QB/N/DC/DN/GA/FV/Z/FV/HN/GB/X/\n\xa0\nGB/FM/GZ/B/A/B/C/GB/QA/JB/HV/Z/HV/QN/JB/X/HB/JM/GC/QM/QC/QB/N/\n\xa0\nDC/DN/GA/FV/Z/FV/DN/QB/Z/SB/M/AZ/B/A/B/C/B/DA/GB/FV/Z/FV/DN/\n\xa0\nAB/X/SB/M/AZ/B/A/B/Z/\n', '数字谱：\n5/+1/7/6-4/-1/6-4/+1-6/7-5/-2/6-5/7-7/5-3/-7/+1-3/+1-5/-6/3-3/3-6/5-7/4-4/-1/4-4/6-6/5-5/-2/\n\n5-5/4-7/5-1/-5/1/4/3/51/+12/73/6-4/-1/6-4/+1-6/7-5/-2/6-5/7-7/5-3/-7/+1-3/+1-5/-6/\n\n3-3/3-6/51/4-4/-1/4-4/3-1/1-5/-2/2-7/-2/1-1/-5/1/-5/-1/\n\n3/4/5-1/-5/51/-5/4-7/3-5/2/-5/1-6/-3/1-6/-3/2-5/1-3/-5-7/1-3/3-4/-1/3-4/-6/2-5/\n\n3-2/4-5/-7/3-1/-5/1/2/3/3/4/5-1/-5/51/-5/4-7/3-5/2-7/-5/1-6/-3/1/-3/2-5/3-3/2-5/-3/\n\n1-4/-1/-4/1-6/3-5/2-2/1-5/1-7/-1/-5/1/-5/-1/5/5/5/52-3/52-7/52-3/52-7/52-3/37-7/\n\n52-5/42-7/5-6/-3/5-6/5-3/-6/5-3/5-7/51/41-4/41-1/41-4/31-1/31-4/21-1/31-6/41-1/\n\n3-1/-5/31/3-5/2/5-5/53/5-5/46-4/-1/46-4/-6/46-5/57-2/57-5/-7/+1-3/-7/5-3/3-5/-6/-3/\n\n5-6/1/41-4/41-1/-4/31-6/1-4/3-1/-4/2-6/-5/-2/-5/-7/2-5/5-5-7/+1-5/7-2/6-4/-1/\n\n6-4/+1-6/7-5/-2/6-5/7-7/5-3/-7/+1-3/+1-5/-6/3-3/3-6/51/4-4/-1/4-4/6-6/5-5/-2/\n\n5-5/4-7/5-1/-5/1/-5/-3/5-5/+11/7-5/6-4/-1/6-4/+1-6/7-5/-2/6-5/7-7/5-3/+1-7/+1-3/+1-5/-6/\n\n3-3/3-6/51/4-4/-1/4-4/3-6/+1-5/-1/2-5/-7/1-1/-5/1/-5/-3/-5/31/5-5/4-4/-1/4-4/3-6/\n\n1-5/-2/2-5/-7/1-1/-5/1/-5/-1/\n', '喜欢的小伙伴记得点个赞哦！\n有什么问题或者建议都可以私信我或者评论留言！\n我是原琴创作者和分，我们下期再见咯~', '_(温迪-撒花)', '\n\n往期回顾：\n', '原琴《心如止水》', '\n', '原琴《勾指起誓》', '\n', '原琴《你笑起来真好看》', '\n', '原琴《克罗地亚狂想曲》', '\n', '原琴《精忠报国》', '\n', '原琴《未闻花名》', '\n', '原琴《神女劈观》', '\n', '原琴《鸟之诗》', '\n', '原琴《如果突然想起我》', '\n', '原琴《天空之城》', '\n', '原琴《听我说谢谢你》', '\n', '原琴《撒野》', '\n', '原琴《好运来》', '\n', '原琴《豆递主》', '\n', '原琴《起风了》', '\n', '原琴《影子小姐》', '\n', '原琴《lemon》', '\n', '原琴《晴天》', '\n', '原琴《七里香》', '\n', '原琴《热爱105°的你》', '\n', '原琴《十年》', '\n', '原琴《溯》', '\n', '原琴《卡农》', '\n', '原琴《青花瓷》', '\n', '原琴《牵丝戏》', '\n', '原琴《千与千寻》', '\n', '原琴《修炼爱情》', '\n', '原琴《打上花火》', '\n', '原琴《说好的幸福呢》', '\n', '原琴《花海》', '\n', '原琴《一百万个可能》', '\n', '原琴《花之舞》', '\n']",是和分哦,[],[],['其他攻略']
【3.2版本攻略】#草神纳西妲#突破材料收集路线(共66个),     Hello，各位水友们，大家好！本期给大家带来草神纳西妲突破材料详细路线，希望大家喜欢，谢谢！    路线一条龙下来，一共有劫波莲66个需要收集168个就可以将我们可爱的小草神升满级了_(,31761565,286980346,"['     Hello，各位水友们，大家好！本期给大家带来', '草神纳西妲突破材料', '详细路线，希望大家喜欢，谢谢！', '\n', '    路线一条龙下来，一共有', '劫波莲66个', '需要收集', '168个', '就可以将我们可爱的小草神升满级了', '_(偶像姬_闪亮登场)', '\n', '注意事项:', '\n', '1.劫波莲收集途中极其遥远，一般长在悬崖边，是要爬山的。我们可以吃', '减少奔跑与攀爬的药。', '\n', '2.可携带角色有:', '提纳里、纳西妲、早柚、夜兰、神里绫华、莫娜、万叶、温迪。', '\n', '3.跑图时间大约', '15~20min。', '\n', '4.劫波莲', '48h', '刷新一次。', '\n', '\n', '路线一:', '位于降诸魔山，', '共6个劫波莲。', '\n', '路线一视频↓↓↓', '\n', '\n', '路线二:', '位于维摩庄，', '共8个劫波莲。', '\n', '路线二视频路线↓↓↓', '\n', '\n', '路线三:', '位于化城郭，', '劫波莲共6个。', '\n', '路线三视频路线↓↓↓', '\n', '\n', '路线四:', '位于无郁稠林，', '劫波莲共7个。', '\n', '路线四视频路线↓↓↓', '\n', '\n', '路线五:', '位于水天丛林，', '劫波莲共7个。', '\n', '路线五视频路线↓↓↓', '\n', '\n', '路线六:', '位于谒颂幽境下方，', '劫波莲共8个。', '\n', '路线六视频路线↓↓↓', '\n', '\n', '路线七:', '位于谒颂幽境湖边，', '劫波莲共6个', '\n', '路线七视频路线↓↓↓', '\n', '\n', '路线八:', '位于桓那兰那，', '劫波莲共18个。', '\n', '路线八视频路线↓↓↓', '\n', '本期劫波莲收集路线就到此结束了，我们下期再见，拜拜~', '_(偶像姬_闪亮登场)', '\n']",开朗的阿婆主,['纳西妲'],['虚空鼓动，劫火高扬'],['其他攻略']
【3.2攻略·深境螺旋】深境螺旋灵活配队思路,各位旅行者大家好，我是夜溯风。本期为3.2深境螺旋灵活配队攻略，为旅行者提供一些配队思路。前言：本期因为深境螺旋12层第三间需要搭配弓箭手打龙兽的瘫痪，所以本期会提供一些弓箭手加入代替一些角色的强力,31813428,248311018,"['各位旅行者大家好，我是夜溯风。本期为3.2深境螺旋灵活配队攻略，为旅行者提供一些配队思路。\n', '前言：', '本期因为深境螺旋12层第三间需要搭配弓箭手打龙兽的瘫痪，所以本期会提供一些弓箭手加入代替一些角色的强力队伍的配队方案。\n雷电将军灵活配队', '\n', '（1）雷神国家队是深境螺旋T0系列强队，本身一般未携带弓箭手。但是确实有比较不错替代方案。比如行秋替换夜兰，两者基本是同一系列的后台挂水角色。夜兰可以作为行秋上位或平替方案。\n（2）其次甘雨也是在夜兰之后选择不错的副C角色，绝缘四充能沙甘雨搭配雷电将军可以做到元素爆发无缝循环。冰元素后台的元素爆发也能配合香菱打融化达到一个不错效果。\n（3）温迪、九条、菲谢尔是没有以上二个角色可以选择不错替代方案。\n', '当然雷电将军队伍也有雷九万班这个T0队伍，这也是不错的选择。不过需要九条六命。对于下半打雷音可以选择队伍确实比较多。视频里草神妮露绽放队就是非常不错的选择，其中柯莱可以替换缇纳里、草主。没有心海可以替换芭芭拉。\n', '达达利亚和宵宫队友替换方案', '\n', '1.万达国际本身是对群强队，达达利亚也是弓箭手角色，所以非常适合本次深境螺旋12层上半间的一个选择。因为达达利亚也复刻了很多玩家抽取了，但可能存在没有万叶的情况。这里来看一下万达国际的队友替代方案。\n万叶可用砂糖替代：没有万叶可用砂糖替换，毕竟砂糖是精通拐风系角色。但注意砂糖相对万叶来说操作手感会下降很多，同时砂糖也不能像万叶做到相较轻松的双扩散，只能说六命砂糖有操作情况下才能平替零命万叶。\n草神替代香菱：用草神提高难度，但香菱本身免费送，一般不考虑这个情况。\n万达国际很难做到平替，替换队友基本提高操作难度等。\n', '2.宵宫混合反应队，替换方案比较多。这里没有夜兰用行秋也可以。\n3.草神向对班尼特、云堇可以提高对群输出，但云堇和班尼特也是非常不错的选择。这里可以根据自身情况进行调整，这三个角色都可以选择。\n', '1.很多人说永冻这次不好上场，但其实这次永冻可以选择上半，表现还是不错的。\n2.神鹤万心这个队伍中找出一个弓箭手替换加入还是可以的，比如申鹤可以用甘雨替换这里甘雨优先级高于迪奥娜。甘雨可以作优秀的冰系副C和辅助，携带绝缘4充能沙和充能武器元素爆发基本可以无缝循环。这里万叶也可以用温迪替换，虽然伤害下降但温迪本身也有风四套减抗回能也是不错选择。这里没心海也可以芭芭拉替换。\n3.常规永冻神里绫华＋温迪＋迪奥娜＋莫娜，这个队伍也可以选择。\n', '4.这里可莉队伍自信就用万叶替换钟离，万叶上限更高，在下两层伤害表现更优秀。当然钟离安逸容错率大幅度提高。\n', '_(米游兔-加油)', '队伍替换的思路都是找该队伍功能类似的角色进行替代，或者根据深境螺旋特有条件选择。比如本期12层第三间需要弓箭手打瘫痪，所以选择加入弓箭手。往期深境螺旋有深渊咏者元素护盾的怪物，需要带破盾角色。当然大部分情况替换都会降低一些队伍强度。\n', '本期攻略就到这了，我们下期再见。\n']",夜溯风,[],['深境螺旋'],['原神3.2攻略征集']
【V3.2攻略·活动详解】潜能焕发第四天三步速通攻略,UID 110746541小伙伴们大家好呀_(米游姬-撒花)很高兴又和大家见面了_(米游姬-打call)今天天舞带来的攻略是_(米游姬-来了来了)蕈兽的潜能唤醒第四天速通_(米游姬喝茶)（以,31486893,81428766,"['UID 110746541\n小伙伴们大家好呀', '_(米游姬-撒花)', '\n很高兴又和大家见面了', '_(米游姬-打call)', '\n今天天舞带来的攻略是', '_(米游姬-来了来了)', '\n蕈兽的潜能唤醒第四天速通', '_(米游姬喝茶)', '\n', '（以上图片为文章封面，还请小伙伴们无视）\n', '附上第一天三步速通链接：\n', '附上第二天三步速通链接：\n', '附上第三天三步速通链接：\n', '今天是需要自己去抓（', '雷风', '）两只蕈兽。\n', '来到奥摩斯港的工作人员', '贝尔福', '这里，', '与他对话或与旁边的货架交互即可开启活动页面。（地图上有蕈兽标识）\n', '雷蕈兽2、', '\n', '第一步', '旋转', '右上角四块', '\n', '第二步', '预置', '中间三块', '\n', '第三步', '调换', '右下角粉黄（竖）', '\n', '三步完成培养', '\n', '以下是雷蕈兽2视频环节', '\n', '（小伙伴们跟着视频来就好啦！）\n', '风蕈兽2、', '\n', '第一步', '旋转', '右下角四块', '\n', '第二步', '调换', '右边蓝绿（竖）', '\n', '第三步', '调换', '中间绿蓝（横）', '\n', '第四步', '预置', '中间绿蓝', '\n', '四步完成培养', '\n', '以下是风蕈兽2视频环节', '\n', '（小伙伴们跟着视频来就好啦！）\n', '那么天舞要说的攻略就到这里啦', '_(米游姬抱抱)', '\n如果小伙伴们有什么不明白的', '_(米游姬观察)', '\n或者有什么需要补充的', '_(米游姬得意)', '\n可以在评论区告知天舞', '_(米游姬喝茶)', '\n最后，感谢小伙伴们的观看', '_(米游姬比心)', '\n关注天舞', '_(米游姬-撒花)', '\n天舞在的哦', '_(福到啦)', '\n', '\n']",天之舞裳,[],"['探索解谜', '原神观测枢', '智巧灵蕈大竞逐']","['其他攻略', '原神3.2攻略征集']"
